tweets,Sentiment_type
#ENDSARS: LAGOS PAYS N20 MILLION NAIRA COMPENSATION TO TWO PETITIONERS tdpelmedia.com/endsars-lagos-…,Neutral
Jonathan was right in 2015 when he said the APC couldn't give what they didn't have. He noted that people with hatred can't bring peace to Nigeria. We refused to listen to the man. God help us. #EndSARS #EndBadGovernanceInNigeria,Positive
Police recover firearm allegedly stolen during #EndSARS protest in Anambra fridayposts.com/police-recover…,Negative
Police recover firearm allegedly stolen during #EndSARS protest in Anambra blog.omokoshaban.com/2021/02/27/pol…,Negative
"Lai will prefer to censor social media. CBN is after crypto while naira has ""flattened the curve"". Security agents will prefer chasing #EndSARS instead of boko haram. Bandits will attack secondary schools. Buhari wants to save the ecosystem. Everyone is really after soft targets. twitter.com/nationalleader…",Positive
"Who can spot the #EndPoliceBrutalityinNigeria banner on the billboard by @thisgbedu 
EndPoliceBrutalityinNigeria #EndSARS #GbeduAwards #tollgate https://t.co/Wcw7vWc0M5",Neutral
Imagine if this song was made during the #endsars protest twitter.com/RicHassani/sta…,Neutral
"This was @dawisu twittered and all hell let losed on him. It's so shameful we are in this address as a country.
#SHUTDOWN #FreeDawisu #BidenBombs #EndSARS https://t.co/6ZQywRKzzQ",Neutral
@Vharll @kheeng_ @MbuleloGumede #endsars bro,Neutral
Why not now???🤦‍♀ Why wait till d next child is kidnapped???!!! Oh God!🤦‍♀🤦‍♀🤦‍♀#EndSARS @YeleSowore @AishaYesufu @SERAPNigeria #EndBadGovernanceInNigeria #Nigeria #EndPoliceBrutality #EndPoliceBrutalityinNigeraNOW twitter.com/channelstv/sta…,Neutral
Just breaks my heart!😭😭😭 #JusticeforPelumi #EndSARS @YeleSowore @AishaYesufu @SERAPNigeria #EndBadGovernanceInNigeria #Nigeria #EndPoliceBrutality #EndPoliceBrutalityinNigeraNOW twitter.com/Deanophobia/st…,Neutral
@AishaYesufu Madam Aisha no dey fall hand. Giving dem 🔥🔥. #EndSARS,Neutral
"#Bandit #Sheik Gumi and @Buhari are on the same page asking #Nigerians to address the murders, Kidnappers and Bandits as Nice guys! #Amnesty says they're war criminals. They're #terrorists period and mostly #Fulanis says #Sultan. #EndSARS, #endterrorism",Positive
#EndSARS: Lagos Panel To Hear Petitions Against Army In Absentia leadership.ng/endsars-lagos-…,Neutral
"Let the truth be told our government is bad
#EndSARS",Negative
"20 10 20 
#EndSARS https://t.co/tJAOxmFd8q",Neutral
A better nigeria 🇳🇬  #EndSARS twitter.com/UnclePamilerin…,Positive
Freedom of speech is no more in dis country it's quite a shame that our democratic Dictatorship is making our country hard #Endsars,Negative
Only God will choose next governor — Gov Emmanuel firstreportsonline.com/only-god-will-… #EndSARS,Neutral
"@adetolaov @jerry_emy It's interesting how the citizens of military ruled Myanmar shutdown the country in protest against the military, but in 🇳🇬  that we practice democracy, citizens re afraid to shutdown Nigeria in peaceful protest. Nigeria must wake up now #EndSARS #SHUTDOWN🇳🇬 #OccupyNigeriaProtest",Negative
"Make Dem Talk by 9ice, 2 Shot #EndSARS open.spotify.com/track/6dpHmGtm…",Neutral
"The Wise one speaks.... 
It's means a lot of meaning.... 
#davido #MamaG much #love 
#NeverGiveUp But #EndSARS https://t.co/2ReqO8hxEF",Positive
"Stop the Economic Sabotage of Nigeria by Gen. Muhammadu Buhari in favour of Niger Republic. Do you agree?
chng.it/V8WbD4Vv
#EndSARS
#Nigeria
#Naija
@thetransformng",Positive
"More Photos As Sen Akpabio Was Spotted At The Funeral Of Late Chief Of Air Staff (NAF), Nsikak Eduok
#EndSARS
#AbujaTwitterCommunity
#COVID19
operanewsapp.com/ng/en/share/de…",Positive
@todayng So without #Zoning in your little brain 🧠 you have thought you are qualified. In what way and what makes you think you merit even being a governor? #EndSARS,Negative
"Police recover firearm allegedly stolen during #EndSARS protest in Anambra
upshotreports.com/police-recover… https://t.co/FcGkE27Hvp",Negative
"tradingview.com/chart/CHFJPY/M…

#forex #trading #money #market #scalping #forextrading #usd #forexmarket #dollar #dukascopy 
@Gidi_Traffic #EndSARS #Bitcoin #davido Ganduje. #FreeDawisu #SHUTDOWN Lebron. #CHEMUN @chfjpy @FXSignalsCHFJPY @CHFJPY369 @RTR_CHFJPY #chfjpy chfjpy.",Neutral
"@jidesanwoolu Who sent soldiers to kill unarmed protesters on 20/10/2020. 
Rehabilitate your name first. 
You will hear this till your last day in office and after. 
#endsars #LekkiMassacre",Positive
Police recover firearm allegedly stolen during #EndSARS protest in Anambra | The Guardian Nigeria News READ MORE newsheadlines.com.ng/guardian-news/…,Positive
"tradingview.com/chart/EURGBP/v…

#forex #trading #money #market #scalping #forextrading #usd #forexmarket #dollar #dukascopy 
@Gidi_Traffic #EndSARS #Bitcoin #davido Ganduje. #FreeDawisu #SHUTDOWN Lebron. #CHEMUN @FXmstEURGBP @EURGBP2 @RTR_EURGBP_EN @eurgbpusd1 @ForexEURGBP #EURGBP",Neutral
I love how the @thisgbedu shows #EndSars billboard in solidarity with the lost soldiers as Laycon dj neptune and joeboy performs nobody at the #GbeduAwards https://t.co/pLiEsfAUxT,Positive
@todayng You guys are thieves and may not realise your dreams. Is not if the #Bandits allow you. Except you're saying that you guys and the #Bandits are same and all into the #terrorism. #EndSARS,Neutral
"@lordchuzzy @AnnangQueen @emmanuel_ceejay This is where u have crossed the line. 

Akwa Ibomites are responsible, Igbos have a strong relationship with foolishness &amp; stupidity.

#EndSARS protest in AKS was successful, one person got the money, the rest rejected it.

The whole Igbo nation can't have half of what AKS has.",Positive
"💔💔💔💔💔💔💔💔
20-10-2020 

Lucky Philemon lost a limb at the Lekki toll gate protest.

He wants ₦200m paid as damages

#EndSARS https://t.co/1mh0xqX1Qc",Positive
"We no longer have enough security operatives in the #Zoo maintaining law and order or chasing after the #Bandits and #BokoHaram as most of them are #terrorists themselves and are only after those criticising #Bandit @Buhari. #EndSARS, #endterrorism",Positive
"Buhari Showing Restraint In Dealing With Bandits, but Failed To Do So With #EndSARS Protesters- Odumakin",Negative
#EndSARS: Lagos Panel To Hear Petitions Against Army In Absentia leadership.ng/endsars-lagos-…,Neutral
@henryshield #EndSARS protesters,Neutral
Police recover firearm allegedly stolen during #EndSARS protest in Anambra The Police Command in Anambra says it has recovered one pump action rifle allegedly stolen from 3-3 Po guardian.ng/news/police-re…,Negative
"#EndSARS Can We Unanimously say @MBuhari Government have Fail Big Time Home And Abroad And Let US All Nigerians Demands With A More Loudest 🔊 🔊 🔊 Voice That 
#BuhariMustGo 
#BuhariMustGo 
#BuhariMustGo 
#BuhariMustGo 
#BuhariMustGo 
#BuhariMustGo 
#BuhariMustGo 
@UN https://t.co/jVZX7XFLv4",Neutral
At one point in 2014 #Bandit @Buhari had threatened #Goodluck that if he sleepy 🤣😸 @Buhari loses the election that he will make the #Nigeria ungovernable. Little did he know then that #terrorist #Bandits  led by #Sheik Gumi heard him. #EndSARS,Negative
"#EndSARS Can We Unanimously say @MBuhari Government have Fail Big Time Home And Abroad And Let US All Nigerians Demands With A More Loudest 🔊 🔊 🔊 Voice That 
#BuhariMustGo 
#BuhariMustGo 
#BuhariMustGo 
#BuhariMustGo 
#BuhariMustGo 
#BuhariMustGo 
#BuhariMustGo 
@UN https://t.co/qJVxnLpe3k",Neutral
Lmao🤦‍♀#EndSARS @YeleSowore @AishaYesufu @SERAPNigeria #EndBadGovernanceInNigeria #Nigeria #EndPoliceBrutality #EndPoliceBrutalityinNigeraNOW twitter.com/tope_femi/stat…,Neutral
#EndBadGovernanceInNigeria #EndSARS #End1999Constitution https://t.co/o7Y5NOqQDk,Neutral
"@channelstv It's interesting how the citizens of military ruled Myanmar are shutting down the country in protest against the military, but here in Nigeria that we practice democracy, the citizens are so afraid to shutdown Nigeria in peaceful protest. Nigeria must wake up now #EndSARS",Negative
"If you can’t build your own table... don’t complain about the meal on mine 😒
#EndSARS #Mmemberville",Positive
"Buhari Showing Restraint In Dealing With Bandits, Failed To Do So With #EndSARS Protesters- Odumakin dlvr.it/RtdB0S",Negative
Africans by Nneka #EndSARS open.spotify.com/track/5adlPBFa…,Neutral
"President that turns off his twitter comment, is that one president?

#EndBadGovernanceInNigeria #EndSARS",Neutral
"@daily_trust The #Sultan had earlier warned sleepy 🤣😸 @Buhari to do something quick as he was frightened the #terrorist will breach his domain and overrun his territory. They're now at his #Sokoto. Gobir is falling again! #EndSARS, #endterrorism",Positive
@MrFixNigeria E choke #EndSARS,Neutral
"@OgechiUchime @AyRevolutionary @YeleSowore @AishaYesufu @SERAPNigeria #BuhariMustGo 
#OccupyNigeria 
#Alausamassacre 
#Revolutionnow 
#EndBadGovernanceInNigeria 
#EndSARS https://t.co/BRO9jBiffw",Neutral
@fisayosoyombo #EndSARS,Neutral
"Please Guys
Follow @murziswvy 
#GalaxyS21 
#EndSARS 
#HighWayVideo",Neutral
Police recover firearm allegedly stolen during #EndSARS protest in Anambra - bit.ly/2NLvpsX,Negative
#EndSARS: Lagos Panel To Hear Petitions Against Military Despite Their Absence - overtnews overtnews.com/2021/02/27/end… via @NewsOvert,Negative
"#EndSARS: Lagos Panel hears petitions against Military in absentia
insidemainland.com/2021/02/27/lag…",Negative
"Police recover firearm allegedly stolen during #EndSARS protest in Anambra | Newspot
newspotng.com/police-recover…",Negative
"@michael33936428 @SavvyRinu if you are not blindfolded nor brainwashed by nnamdi kanu you would have known what Nigeria stands for in the world. 
#EndSARS 
#EndBadGovernanceInNigeria",Neutral
"@michael33936428 @SavvyRinu Mumu!! The greatest country on the planet today created by british.. israelite was created by UN in 1947.. we knew it was devinely ordained but it must come through human . So as Nigeria is divinely ordained she came through luggard..  #EndBadGovernanceInNigeria 
#EndSARS",Positive
#SHUTDOWN how Nigeria look like each time they send help  to help others Africa 🌍  countries #SevillaBarca #EndSARS #Revolutionnow https://t.co/0idy4FuoXC,Neutral
Police Recover Firearm Stolen During #EndSARS Protest in Anambra - scudnewsng.com/?p=22483 https://t.co/8U26SScPIH,Neutral
"#RescuePastorBulus 
#EndSARS",Neutral
@realFFK #revolutionNow #EndSARS Restructure Now or we go our separate ways.,Neutral
"@MobilePunch Thunder fire 🔥 all of you there, they couldn’t meet with Nigerian when innocents were massacre at Tollgate during #EndSARS protest, but he couldn’t for business and vaccination to use people as specimens. God punish una there",Neutral
@theomcx #UyghurLivesMatter #srilankagenocide #CongoIsBleeding #EndSARS #blacklivesstillmatter #yemencrisis #FreePalestine #irak #IranProtests et plein d’autre,Neutral
Police recover firearm allegedly stolen during #EndSARS protest in Anambra dlvr.it/Rtd8N5,Negative
Facts!!!✅#EndSARS @YeleSowore @AishaYesufu @SERAPNigeria #EndBadGovernanceInNigeria #Nigeria #EndPoliceBrutality #EndPoliceBrutalityinNigeraNOW twitter.com/AyRevolutionar…,Neutral
"Follow @amazincareers on Twitter for Job Vacancies Nationwide 🇳🇬

#EndSARS Burna Boy Wizkid Yoruba Buhari Davido Ogun Lagos North Naija #Abuja Nollywood Port Harcourt Lagos #lasg Nigerians kaduna Igbo Tinubu NYSC Sheik Gumi Imo State Bauchi Borno State Bawa Orlu Niger Delta https://t.co/y46atvhaOw",Neutral
#ENDSARS,Neutral
"“Such events leave one in no doubt that there is a cohesive and masterfully guided war orchestra, that is titillating this country, into an orgy of war– from a thirst for power and wealth. Is there really a 2nd wave of the barbaric #EndSARS protest?”

You write well sir. 👏🏽 twitter.com/TahirTalba/sta…",Positive
To hell with @PoliceNG @HQNigerianArmy @NigeriaAirforce these guys are fucking black assholes. #EndSARS #EndNigeriaNowToSaveLives now.,Negative
"#EndSARS protester demands $50, 000, N1.5M, N5M and N200M respectively as compensation from Lagos judicial panel

facebook.com/18187060223061… instagram.com/p/CLzrFAFAXhX/…",Neutral
"I can never forget all these #TrendingHashTag #2021

#FreeDawisu
#EndSARS
#BuhariMustGo
#BuhariResignNow
#DivideNigeria
#OrluMassacre
#LekkiMassacre
#UnfollowBuhari
#JangebeGirls
#SundayIghoho 
#aishayesufu

#Buhari thank you so much for all these

I know You Will Never End Well",Positive
"Follow @amazincareers on Twitter for Job Vacancies Nationwide 🇳🇬

#EndSARS   Burna Boy Wizkid Yoruba Buhari Davido Ogun Lagos North Naija #Abuja Nollywood Port Harcourt Lagos #lasg Nigerians kaduna Igbo Tinubu NYSC Sheik Gumi Imo State Bauchi Borno State Bawa Orlu Niger Delta https://t.co/3AL0DRi4j3",Neutral
"As you withdrawing Cows from South remember that the South own Petrol - Afenifere to Northern Elders Follow @EzewestMpire
&amp; EmperorEzewest for steady news #Bitcoin
#EndSARS
#ESN #BiafraExit #CHEMUN
#NBCBansThunderfireyou #SHUTDOWN #FreeDawisu $KLV ezewestmpire.com/as-you-withdra…",Positive
"Fake Buhari on Zamfara abduction:

""They shouldn’t mistake our restraint as weakness or sign of fear""

He said that during the #EndSARS protest.
What followed was #LekkiMassaccre 

Hurry up pls, so we can start trending #BanditMassacre",Negative
@jidesanwoolu #whogavetheorder #lekkimassacre #endsars #occupylekkitollgate #OccupyNigeria #FreeDawisuNow #FreeDadiyata #BuhariMustGo #Revolutionnow,Neutral
#EndSARS  #SHUTDOWN #WayV #SevillaBarca twitter.com/channelstv/sta…,Neutral
